Date,Close
2023-04-13,94.4058
2023-04-14,96.3836
2023-04-15,95.8705
2023-04-16,97.0169
2023-04-17,95.6270
2023-04-18,95.3441
2023-04-19,93.9539
2023-04-20,93.4791
2023-04-21,94.7502
2023-04-22,92.2327
2023-04-23,92.8912
2023-04-24,93.2650
2023-04-25,92.4216
2023-04-26,90.3653
2023-04-27,90.4927
2023-04-28,89.7658
2023-04-29,90.1199
2023-04-30,90.1755
2023-05-01,92.5044
2023-05-02,92.1815
2023-05-03,90.7323
2023-05-04,91.0137
2023-05-05,91.3545
2023-05-06,93.3565
2023-05-07,94.6182
2023-05-08,95.1774
2023-05-09,97.4228
2023-05-10,95.6420
2023-05-11,94.7091
2023-05-12,93.3626
2023-05-13,92.8165
2023-05-14,90.8506
2023-05-15,91.7889
2023-05-16,91.4932
2023-05-17,89.4227
2023-05-18,88.0279
2023-05-19,88.4877
2023-05-20,89.6879
2023-05-21,92.5783
2023-05-22,96.9520
2023-05-23,97.6135
2023-05-24,96.1303
2023-05-25,92.9815
2023-05-26,93.3998
2023-05-27,92.2369
2023-05-28,91.6605
2023-05-29,90.8059
2023-05-30,90.6295
2023-05-31,92.1890
2023-06-01,92.4425
2023-06-02,92.2370
2023-06-03,90.7696
2023-06-04,88.4310
2023-06-05,87.7803
2023-06-06,87.7299
2023-06-07,90.2315
2023-06-08,90.4414
2023-06-09,91.8771
2023-06-10,91.1824
2023-06-11,89.5210
2023-06-12,88.1947
2023-06-13,87.2169
2023-06-14,90.2146
2023-06-15,89.0795
2023-06-16,90.2882
2023-06-17,89.0377
2023-06-18,90.3782
2023-06-19,90.9526
2023-06-20,90.7533
2023-06-21,90.7198
2023-06-22,89.8136
2023-06-23,90.4714
2023-06-24,89.8500
2023-06-25,88.1564
2023-06-26,86.4236
2023-06-27,86.6824
2023-06-28,88.8893
2023-06-29,89.1379
2023-06-30,88.9958
2023-07-01,89.4217
2023-07-02,91.3048
2023-07-03,91.6458
2023-07-04,91.0795
2023-07-05,92.7055
2023-07-06,93.3591
2023-07-07,95.6707
2023-07-08,95.9733
2023-07-09,94.1660
2023-07-10,92.1839
2023-07-11,94.6379
2023-07-12,97.2686
2023-07-13,97.0205
2023-07-14,96.4631
2023-07-15,98.7359
2023-07-16,97.0559
2023-07-17,95.7240
2023-07-18,96.7252
2023-07-19,96.1522
2023-07-20,96.1706
2023-07-21,95.9496
2023-07-22,96.4874
2023-07-23,98.6769
2023-07-24,98.8447
2023-07-25,99.8794
2023-07-26,96.7325
2023-07-27,96.6847
2023-07-28,95.4353
2023-07-29,93.6465
2023-07-30,92.3855
2023-07-31,91.9257
2023-08-01,93.2867
2023-08-02,91.3832
2023-08-03,91.4522
2023-08-04,90.7823
2023-08-05,90.3397
2023-08-06,91.8027
2023-08-07,92.6093
2023-08-08,94.6063
2023-08-09,94.4021
2023-08-10,93.3986
2023-08-11,93.0953
2023-08-12,93.4770
2023-08-13,93.7629
2023-08-14,92.2004
2023-08-15,92.3571
2023-08-16,92.7149
2023-08-17,96.4909
2023-08-18,99.4126
2023-08-19,98.1125
2023-08-20,97.6961
2023-08-21,95.4963
2023-08-22,94.6379
2023-08-23,95.1354
2023-08-24,96.9857
2023-08-25,95.9047
2023-08-26,94.9476
2023-08-27,91.8156
2023-08-28,91.6056
2023-08-29,90.1103
2023-08-30,89.3865
2023-08-31,88.1846
2023-09-01,88.0779
2023-09-02,85.6965
2023-09-03,83.7622
2023-09-04,86.6422
2023-09-05,84.9264
2023-09-06,83.4948
2023-09-07,85.9689
2023-09-08,90.0180
2023-09-09,88.3964
2023-09-10,87.9093
2023-09-11,88.4075
2023-09-12,90.8722
2023-09-13,89.4952
2023-09-14,89.1745
2023-09-15,90.2975
2023-09-16,90.9427
2023-09-17,90.4303
2023-09-18,90.2645
2023-09-19,88.3552
2023-09-20,88.0484
2023-09-21,87.7037
2023-09-22,88.0490
2023-09-23,87.3061
2023-09-24,87.9809
2023-09-25,89.4197
2023-09-26,89.6633
2023-09-27,90.1860
2023-09-28,90.2861
2023-09-29,90.3109
2023-09-30,89.3148
2023-10-01,89.7856
2023-10-02,89.6726
2023-10-03,92.7031
2023-10-04,95.0548
2023-10-05,95.6602
2023-10-06,94.5433
2023-10-07,92.9268
2023-10-08,94.7123
2023-10-09,95.1310
2023-10-10,95.8792
2023-10-11,93.3062
2023-10-12,94.7049
2023-10-13,95.4111
2023-10-14,93.7827
2023-10-15,93.1142
2023-10-16,93.5273
2023-10-17,93.6301
2023-10-18,93.2257
2023-10-19,93.0993
2023-10-20,92.7559
2023-10-21,93.0044
2023-10-22,95.2108
2023-10-23,91.4640
2023-10-24,91.1483
2023-10-25,91.4270
2023-10-26,91.8792
2023-10-27,91.3676
2023-10-28,88.8987
2023-10-29,89.3835
2023-10-30,91.8734
2023-10-31,89.7052
2023-11-01,90.9587
2023-11-02,90.5140
2023-11-03,90.4513
2023-11-04,88.9881
2023-11-05,88.5448
2023-11-06,90.4010
2023-11-07,91.2592
2023-11-08,93.8087
2023-11-09,95.5905
2023-11-10,96.2800
2023-11-11,98.9880
2023-11-12,99.7019
2023-11-13,101.0380
2023-11-14,100.5947
2023-11-15,100.7276
2023-11-16,99.6545
2023-11-17,101.2474
2023-11-18,99.4130
2023-11-19,100.6729
2023-11-20,100.3985
2023-11-21,102.2955
2023-11-22,103.5405
2023-11-23,106.5813
2023-11-24,107.8445
2023-11-25,105.2360
2023-11-26,105.1538
2023-11-27,103.2589
2023-11-28,102.4474
2023-11-29,104.9435
2023-11-30,106.0314
2023-12-01,104.8993
2023-12-02,103.2661
2023-12-03,103.3476
2023-12-04,101.4141
2023-12-05,100.3752
2023-12-06,100.8972
2023-12-07,102.7778
2023-12-08,103.7962
2023-12-09,100.1449
2023-12-10,100.6535
2023-12-11,100.7952
2023-12-12,101.4821
2023-12-13,104.1266
2023-12-14,100.8251
2023-12-15,99.9182
2023-12-16,100.8798
2023-12-17,98.4250
2023-12-18,100.7671
2023-12-19,101.3810
2023-12-20,102.7698
2023-12-21,101.8776
2023-12-22,103.2198
2023-12-23,105.0000
2023-12-24,105.4146
2023-12-25,105.8333
2023-12-26,106.3138
2023-12-27,104.9068
2023-12-28,104.6919
2023-12-29,104.4692
2023-12-30,105.1305
2023-12-31,106.8281
2024-01-01,105.0907
2024-01-02,104.9126
2024-01-03,107.4184
2024-01-04,106.1968
2024-01-05,104.8591
2024-01-06,105.2224
2024-01-07,106.6601
2024-01-08,106.7084
2024-01-09,108.9950
2024-01-10,110.5058
2024-01-11,112.0111
2024-01-12,113.0237
2024-01-13,117.2757
2024-01-14,116.9293
2024-01-15,113.3284
2024-01-16,116.2597
2024-01-17,115.4562
2024-01-18,115.6841
2024-01-19,118.1269
2024-01-20,115.2149
2024-01-21,112.9969
2024-01-22,110.2131
2024-01-23,108.8730
2024-01-24,109.6593
2024-01-25,110.5985
2024-01-26,111.1110
2024-01-27,108.6959
2024-01-28,104.8411
2024-01-29,104.9595
2024-01-30,104.2110
2024-01-31,104.9963
2024-02-01,106.1924
2024-02-02,106.4529
2024-02-03,107.7643
2024-02-04,108.1835
2024-02-05,109.1202
2024-02-06,107.9453
2024-02-07,107.6698
2024-02-08,108.0334
2024-02-09,109.4684
2024-02-10,108.8214
2024-02-11,109.7482
2024-02-12,109.3195
2024-02-13,109.1471
2024-02-14,110.6125
2024-02-15,107.2237
2024-02-16,105.0854
2024-02-17,102.6889
2024-02-18,99.0105
2024-02-19,97.9852
2024-02-20,99.1756
2024-02-21,98.7586
2024-02-22,99.0937
2024-02-23,100.8357
2024-02-24,102.9944
2024-02-25,102.9104
2024-02-26,105.1563
2024-02-27,105.3377
2024-02-28,103.9860
2024-02-29,103.0453
2024-03-01,100.6979
2024-03-02,99.3264
2024-03-03,98.7949
2024-03-04,100.0804
2024-03-05,102.8577
2024-03-06,100.6704
2024-03-07,101.3228
2024-03-08,99.7031
2024-03-09,100.4787
2024-03-10,100.2988
2024-03-11,97.4747
2024-03-12,98.9371
2024-03-13,98.0257
2024-03-14,97.2315
2024-03-15,95.6332
2024-03-16,94.6787
2024-03-17,95.3449
2024-03-18,95.0871
2024-03-19,95.6066
2024-03-20,96.1793
2024-03-21,98.2274
2024-03-22,97.7253
2024-03-23,95.5046
2024-03-24,97.1498
2024-03-25,96.6704
2024-03-26,98.4091
2024-03-27,99.0320
2024-03-28,98.8547
2024-03-29,99.4263
2024-03-30,102.5566
2024-03-31,105.9955
2024-04-01,106.1404
2024-04-02,106.4375
2024-04-03,108.2864
2024-04-04,106.8830
2024-04-05,107.4744
2024-04-06,107.4600
2024-04-07,108.0220
2024-04-08,106.6426
2024-04-09,104.0345
2024-04-10,100.7205
2024-04-11,98.9906
2024-04-12,98.3050
2024-04-13,97.8788
2024-04-14,100.9385
2024-04-15,102.7400
2024-04-16,101.2227
2024-04-17,101.8063
2024-04-18,101.1833
2024-04-19,100.7587
2024-04-20,101.0808
2024-04-21,102.0991
2024-04-22,101.5827
2024-04-23,103.3272
2024-04-24,101.5133
2024-04-25,101.5511
2024-04-26,105.8205
2024-04-27,106.2219
2024-04-28,108.6764
2024-04-29,108.8628
2024-04-30,109.8930
2024-05-01,109.8248
2024-05-02,109.5603
2024-05-03,108.2531
2024-05-04,109.0190
2024-05-05,107.5961
2024-05-06,108.7595
2024-05-07,110.6645
2024-05-08,111.3356
2024-05-09,110.8650
2024-05-10,111.6909
2024-05-11,111.1796
2024-05-12,112.8606
2024-05-13,109.6819
2024-05-14,109.1335
2024-05-15,105.7938
2024-05-16,103.3602
